date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202127,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202128,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202129,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202130,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202131,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202132,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202133,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202134,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202135,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202136,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202137,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202138,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202139,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202140,OW,unknown,1,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.002,0.2
202141,OW,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202142,OW,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202143,OW,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202144,OW,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202145,OW,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202146,OW,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202147,OW,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202052,SG,male,0,sex,258108,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202053,SG,male,0,sex,258108,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202101,SG,male,0,sex,258108,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202102,SG,male,1,sex,258108,1,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.5,50
202103,SG,male,5,sex,258108,6,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.455,45.5
202104,SG,male,65,sex,258108,71,0.03,0.03,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.496,49.6
202105,SG,male,172,sex,258108,243,0.07,0.09,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.48,48
202106,SG,male,582,sex,258108,825,0.23,0.32,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.392,39.2
202107,SG,male,640,sex,258108,1465,0.25,0.57,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.367,36.7
202108,SG,male,1731,sex,258108,3196,0.67,1.24,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.423,42.3
202109,SG,male,2969,sex,258108,6165,1.15,2.39,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.442,44.2
202110,SG,male,4003,sex,258108,10168,1.55,3.94,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.448,44.800000000000004
202111,SG,male,1951,sex,258108,12119,0.76,4.7,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.424,42.4
202112,SG,male,1609,sex,258108,13728,0.62,5.32,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.478,47.8
202113,SG,male,1539,sex,258108,15267,0.6,5.91,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.459,45.9
202114,SG,male,2908,sex,258108,18175,1.13,7.04,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.473,47.3
202115,SG,male,2450,sex,258108,20625,0.95,7.99,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.485,48.5
202116,SG,male,2918,sex,258108,23543,1.13,9.12,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.495,49.5
202117,SG,male,2714,sex,258108,26257,1.05,10.17,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.457,45.7
202118,SG,male,4752,sex,258108,31009,1.84,12.01,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.477,47.699999999999996
202119,SG,male,5268,sex,258108,36277,2.04,14.05,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.489,48.9
202120,SG,male,5412,sex,258108,41689,2.1,16.15,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.492,49.2
202121,SG,male,4918,sex,258108,46607,1.91,18.06,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.469,46.9
202122,SG,male,5846,sex,258108,52453,2.26,20.32,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.503,50.3
202123,SG,male,6376,sex,258108,58829,2.47,22.79,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.51,51
202124,SG,male,10246,sex,258108,69075,3.97,26.76,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.545,54.50000000000001
202125,SG,male,13212,sex,258108,82287,5.12,31.88,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.545,54.50000000000001
202126,SG,male,13234,sex,258108,95521,5.13,37.01,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.542,54.2
202127,SG,male,8787,sex,258108,104308,3.4,40.41,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.541,54.1
202128,SG,male,8151,sex,258108,112459,3.16,43.57,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.548,54.800000000000004
202129,SG,male,4799,sex,258108,117258,1.86,45.43,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.541,54.1
202130,SG,male,2310,sex,258108,119568,0.89,46.32,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.528,52.800000000000004
202131,SG,male,2228,sex,258108,121796,0.86,47.19,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.529,52.900000000000006
202132,SG,male,1855,sex,258108,123651,0.72,47.91,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.546,54.6
202133,SG,male,1909,sex,258108,125560,0.74,48.65,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.536,53.6
202134,SG,male,1776,sex,258108,127336,0.69,49.33,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.518,51.800000000000004
202135,SG,male,1667,sex,258108,129003,0.65,49.98,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.535,53.5
202136,SG,male,2041,sex,258108,131044,0.79,50.77,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.52,52
202137,SG,male,2221,sex,258108,133265,0.86,51.63,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.533,53.300000000000004
202138,SG,male,2739,sex,258108,136004,1.06,52.69,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.513,51.300000000000004
202139,SG,male,3528,sex,258108,139532,1.37,54.06,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.518,51.800000000000004
202140,SG,male,3604,sex,258108,143136,1.4,55.46,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.53,53
202141,SG,male,2856,sex,258108,145992,1.11,56.56,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.521,52.1
202142,SG,male,4618,sex,258108,150610,1.79,58.35,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.554,55.400000000000006
202143,SG,male,2677,sex,258108,153287,1.04,59.39,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.547,54.7
202144,SG,male,1356,sex,258108,154643,0.53,59.91,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.525,52.5
202145,SG,male,1473,sex,258108,156116,0.57,60.48,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.536,53.6
202146,SG,male,1119,sex,258108,157235,0.43,60.92,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.543,54.300000000000004
202147,SG,male,787,sex,258108,158022,0.3,61.22,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.512,51.2
202052,SG,female,0,sex,256396,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202053,SG,female,1,sex,256396,1,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,1,100
202101,SG,female,0,sex,256396,1,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202102,SG,female,1,sex,256396,2,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.5,50
202103,SG,female,6,sex,256396,8,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.545,54.50000000000001
202104,SG,female,66,sex,256396,74,0.03,0.03,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.504,50.4
202105,SG,female,186,sex,256396,260,0.07,0.1,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.52,52
202106,SG,female,903,sex,256396,1163,0.35,0.45,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.608,60.8
202107,SG,female,1104,sex,256396,2267,0.43,0.88,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.633,63.3
202108,SG,female,2362,sex,256396,4629,0.92,1.81,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.577,57.699999999999996
202109,SG,female,3755,sex,256396,8384,1.46,3.27,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.558,55.800000000000004
202110,SG,female,4932,sex,256396,13316,1.92,5.19,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.552,55.2
202111,SG,female,2652,sex,256396,15968,1.03,6.23,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.576,57.599999999999994
202112,SG,female,1754,sex,256396,17722,0.68,6.91,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.522,52.2
202113,SG,female,1811,sex,256396,19533,0.71,7.62,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.541,54.1
202114,SG,female,3246,sex,256396,22779,1.27,8.88,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.527,52.7
202115,SG,female,2599,sex,256396,25378,1.01,9.9,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.515,51.5
202116,SG,female,2972,sex,256396,28350,1.16,11.06,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.505,50.5
202117,SG,female,3231,sex,256396,31581,1.26,12.32,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.543,54.300000000000004
202118,SG,female,5215,sex,256396,36796,2.03,14.35,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.523,52.300000000000004
202119,SG,female,5512,sex,256396,42308,2.15,16.5,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.511,51.1
202120,SG,female,5591,sex,256396,47899,2.18,18.68,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.508,50.8
202121,SG,female,5557,sex,256396,53456,2.17,20.85,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.531,53.1
202122,SG,female,5771,sex,256396,59227,2.25,23.1,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.497,49.7
202123,SG,female,6138,sex,256396,65365,2.39,25.49,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.49,49
202124,SG,female,8565,sex,256396,73930,3.34,28.83,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.455,45.5
202125,SG,female,11045,sex,256396,84975,4.31,33.14,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.455,45.5
202126,SG,female,11178,sex,256396,96153,4.36,37.5,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.458,45.800000000000004
202127,SG,female,7450,sex,256396,103603,2.91,40.41,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.459,45.9
202128,SG,female,6733,sex,256396,110336,2.63,43.03,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.452,45.2
202129,SG,female,4068,sex,256396,114404,1.59,44.62,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.459,45.9
202130,SG,female,2065,sex,256396,116469,0.81,45.43,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.472,47.199999999999996
202131,SG,female,1982,sex,256396,118451,0.77,46.2,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.471,47.099999999999994
202132,SG,female,1540,sex,256396,119991,0.6,46.8,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.454,45.4
202133,SG,female,1650,sex,256396,121641,0.64,47.44,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.464,46.400000000000006
202134,SG,female,1651,sex,256396,123292,0.64,48.09,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.482,48.199999999999996
202135,SG,female,1445,sex,256396,124737,0.56,48.65,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.464,46.400000000000006
202136,SG,female,1881,sex,256396,126618,0.73,49.38,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.48,48
202137,SG,female,1947,sex,256396,128565,0.76,50.14,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.467,46.7
202138,SG,female,2595,sex,256396,131160,1.01,51.16,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.487,48.699999999999996
202139,SG,female,3288,sex,256396,134448,1.28,52.44,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.482,48.199999999999996
202140,SG,female,3201,sex,256396,137649,1.25,53.69,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.47,47
202141,SG,female,2628,sex,256396,140277,1.02,54.71,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.479,47.9
202142,SG,female,3718,sex,256396,143995,1.45,56.16,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.446,44.6
202143,SG,female,2219,sex,256396,146214,0.87,57.03,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.453,45.300000000000004
202144,SG,female,1229,sex,256396,147443,0.48,57.51,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.475,47.5
202145,SG,female,1273,sex,256396,148716,0.5,58,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.464,46.400000000000006
202146,SG,female,942,sex,256396,149658,0.37,58.37,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.457,45.7
202147,SG,female,751,sex,256396,150409,0.29,58.66,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.488,48.8
202052,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202053,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202101,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202102,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202103,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202104,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202105,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202106,SG,unknown,1,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.001,0.1
202107,SG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202108,SG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202109,SG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202110,SG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202111,SG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202112,SG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202113,SG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202114,SG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202115,SG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202116,SG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202117,SG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202118,SG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202119,SG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202120,SG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202121,SG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202122,SG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202123,SG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202124,SG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202125,SG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202126,SG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202127,SG,unknown,1,sex,NA,2,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202128,SG,unknown,1,sex,NA,3,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202129,SG,unknown,0,sex,NA,3,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202130,SG,unknown,0,sex,NA,3,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202131,SG,unknown,0,sex,NA,3,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202132,SG,unknown,0,sex,NA,3,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202133,SG,unknown,0,sex,NA,3,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202134,SG,unknown,0,sex,NA,3,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202135,SG,unknown,1,sex,NA,4,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202136,SG,unknown,0,sex,NA,4,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202137,SG,unknown,0,sex,NA,4,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202138,SG,unknown,0,sex,NA,4,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202139,SG,unknown,0,sex,NA,4,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202140,SG,unknown,0,sex,NA,4,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202141,SG,unknown,0,sex,NA,4,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202142,SG,unknown,0,sex,NA,4,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202143,SG,unknown,0,sex,NA,4,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202144,SG,unknown,0,sex,NA,4,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202145,SG,unknown,0,sex,NA,4,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202146,SG,unknown,0,sex,NA,4,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202147,SG,unknown,0,sex,NA,4,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202052,SH,male,0,sex,41162,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202053,SH,male,0,sex,41162,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202101,SH,male,0,sex,41162,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202102,SH,male,0,sex,41162,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202103,SH,male,42,sex,41162,42,0.1,0.1,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.525,52.5
202104,SH,male,52,sex,41162,94,0.13,0.23,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.394,39.4
202105,SH,male,17,sex,41162,111,0.04,0.27,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.459,45.9
202106,SH,male,395,sex,41162,506,0.96,1.23,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.345,34.5
202107,SH,male,579,sex,41162,1085,1.41,2.64,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.389,38.9
202108,SH,male,142,sex,41162,1227,0.34,2.98,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.425,42.5
202109,SH,male,577,sex,41162,1804,1.4,4.38,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.436,43.6
202110,SH,male,233,sex,41162,2037,0.57,4.95,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.388,38.800000000000004
202111,SH,male,252,sex,41162,2289,0.61,5.56,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.446,44.6
202112,SH,male,341,sex,41162,2630,0.83,6.39,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.53,53
202113,SH,male,430,sex,41162,3060,1.04,7.43,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.514,51.4
202114,SH,male,109,sex,41162,3169,0.26,7.7,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.445,44.5
202115,SH,male,66,sex,41162,3235,0.16,7.86,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.377,37.7
202116,SH,male,440,sex,41162,3675,1.07,8.93,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.509,50.9
202117,SH,male,742,sex,41162,4417,1.8,10.73,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.47,47
202118,SH,male,731,sex,41162,5148,1.78,12.51,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.462,46.2
202119,SH,male,1758,sex,41162,6906,4.27,16.78,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.465,46.5
202120,SH,male,1439,sex,41162,8345,3.5,20.27,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.475,47.5
202121,SH,male,1211,sex,41162,9556,2.94,23.22,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.478,47.8
202122,SH,male,1358,sex,41162,10914,3.3,26.51,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.452,45.2
202123,SH,male,530,sex,41162,11444,1.29,27.8,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.461,46.1
202124,SH,male,1183,sex,41162,12627,2.87,30.68,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.499,49.9
202125,SH,male,1396,sex,41162,14023,3.39,34.07,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.534,53.400000000000006
202126,SH,male,1461,sex,41162,15484,3.55,37.62,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.518,51.800000000000004
202127,SH,male,2489,sex,41162,17973,6.05,43.66,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.523,52.300000000000004
202128,SH,male,1365,sex,41162,19338,3.32,46.98,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.543,54.300000000000004
202129,SH,male,1082,sex,41162,20420,2.63,49.61,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.531,53.1
202130,SH,male,476,sex,41162,20896,1.16,50.77,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.508,50.8
202131,SH,male,358,sex,41162,21254,0.87,51.64,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.541,54.1
202132,SH,male,436,sex,41162,21690,1.06,52.69,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.524,52.400000000000006
202133,SH,male,350,sex,41162,22040,0.85,53.54,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.549,54.900000000000006
202134,SH,male,276,sex,41162,22316,0.67,54.22,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.539,53.900000000000006
202135,SH,male,238,sex,41162,22554,0.58,54.79,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.498,49.8
202136,SH,male,300,sex,41162,22854,0.73,55.52,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.518,51.800000000000004
202137,SH,male,427,sex,41162,23281,1.04,56.56,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.518,51.800000000000004
202138,SH,male,384,sex,41162,23665,0.93,57.49,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.485,48.5
202139,SH,male,530,sex,41162,24195,1.29,58.78,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.517,51.7
202140,SH,male,487,sex,41162,24682,1.18,59.96,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.503,50.3
202141,SH,male,738,sex,41162,25420,1.79,61.76,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.547,54.7
